area_name,count,percent
Шексна,74,0.00117
Шилово,74,0.00117
Гвардейск,74,0.00117
Новохоперск,74,0.00117
Иглино,74,0.00117
Харовск,74,0.00117
Мексика,74,0.00117
Камызяк,74,0.00117
Красный Яр (Самарская область),73,0.00115
Верхнеуральск,73,0.00115
Медынь,73,0.00115
Карачаевск,73,0.00115
"Демихово (Московская область, Орехово-Зуевский район)",73,0.00115
Окуловка,73,0.00115
"Давыдово (Московская область, Орехово-Зуевский район)",73,0.00115
Новоузенск,73,0.00115
Софьино (Раменский район),73,0.00115
Карабаново,72,0.00114
Снежногорск,72,0.00114
Закаменск,72,0.00114
Каракол,72,0.00114
Наманган,72,0.00114
Навои,72,0.00114
Родники,72,0.00114
Дно,72,0.00114
Приютово,72,0.00114
Новая Адыгея,71,0.00112
Иссык,71,0.00112
Солнцево (Московская область),71,0.00112
Прилуки,71,0.00112
Вяземский,71,0.00112
Бельгия,71,0.00112
Индия,70,0.00111
Атяшево,70,0.00111
Белозерск,70,0.00111
Дорохово (Московская область),70,0.00111
Усть-Ордынский,70,0.00111
Серебряные Пруды,70,0.00111
Аркалык,70,0.00111
Таловая,70,0.00111
Каменногорск,70,0.00111
Буй,70,0.00111
Верхняя Тура,69,0.00109
Суоярви,69,0.00109
Хвалынск,69,0.00109
Меленки,69,0.00109
Аральск,69,0.00109
Рощино (Ленинградская область),69,0.00109
Дмитровск,69,0.00109
Артемовский (Свердловская область),69,0.00109
Артемовск (Красноярский край),69,0.00109
Петров Вал,68,0.00107
Старица,68,0.00107
Ивдель,68,0.00107
Сураж,68,0.00107
Нариманов,68,0.00107
Кохма,68,0.00107
Называевск,68,0.00107
"Октябрьский (Московская область, Люберецкий район)",68,0.00107
Армянск,68,0.00107
Бабушкин,68,0.00107
Щучье,68,0.00107
Ерейментау (Акмол.обл),68,0.00107
Малайзия,67,0.00106
Фастов,67,0.00106
Поворино,67,0.00106
Ковель,67,0.00106
Туринск,67,0.00106
Зубцов,67,0.00106
Сарыагаш,66,0.00104
Заполярный (Ямало-Ненецкий АО),66,0.00104
Ярославская область,66,0.00104
Вуктыл,66,0.00104
Красный Кут,66,0.00104
Некрасовский (Московская область),66,0.00104
Козловка,66,0.00104
Португалия,66,0.00104
Эртиль,66,0.00104
Сириус,66,0.00104
Себеж,66,0.00104
Коченево,65,0.00103
Тогучин,65,0.00103
Бабаево,65,0.00103
Мглин,65,0.00103
Грайворон,65,0.00103
Уруссу,65,0.00103
Обоянь,65,0.00103
Полярный,65,0.00103
Куса,65,0.00103
Озерск (Калининградская область),65,0.00103
Олонец,65,0.00103
Плесецк,65,0.00103
Салым,64,0.00101
Болхов,64,0.00101
Кизляр,64,0.00101
Багратионовск,64,0.00101
Гдов,64,0.00101
Дальневосточный округ,64,0.00101
Абаза,64,0.00101
Рогачево,64,0.00101
Емва,64,0.00101
Новая Ладога,64,0.00101
Горняк,64,0.00101
Малые Вязёмы,64,0.00101
Алчевск,64,0.00101
Шерегеш,63,0.00099
Тотьма,63,0.00099
Камское Устье,63,0.00099
Болотное,63,0.00099
Куба (Азербайджан),63,0.00099
Межгорье (Республика Башкортостан),63,0.00099
Уяр,63,0.00099
Редкино (Тверская область),63,0.00099
Красное-на-Волге,62,0.00098
Волчанск (Свердловская область),62,0.00098
Заозерск,62,0.00098
Белоярский (Свердловская область),62,0.00098
Волковыск,62,0.00098
Зимовники,62,0.00098
Мурмаши,62,0.00098
Таруса,62,0.00098
Онега,61,0.00096
Пестрецы,61,0.00096
Коканд,61,0.00096
Белев,61,0.00096
Приволжск,61,0.00096
Запрудня (Московская область),61,0.00096
Дрогобыч,61,0.00096
Красновишерск,61,0.00096
Сольцы,61,0.00096
Костерево,61,0.00096
Родники (Московская область),61,0.00096
Дружковка,61,0.00096
Бердичев,61,0.00096
Измаил,61,0.00096
Пустошка,61,0.00096
Углегорск,61,0.00096
Гремячинск,60,0.00095
Новосокольники,60,0.00095
Питкяранта,60,0.00095
Карабаш,60,0.00095
Кант,60,0.00095
Тюкалинск,60,0.00095
Болохово,60,0.00095
Нязепетровск,60,0.00095
Бакал,60,0.00095
Орловский,60,0.00095
Колумбия,60,0.00095
Поронайск,60,0.00095
Хилок,60,0.00095
Волжский (Самарская область),60,0.00095
Приволжье (Самарская область),59,0.00093
Любань (Ленинградская область),59,0.00093
Белгород-Днестровский,59,0.00093
Камские Поляны,59,0.00093
Словения,59,0.00093
Бейнеу (Мангистауская обл),59,0.00093
Юхнов,59,0.00093
Умань,59,0.00093
Комсомольск (Ивановская область),59,0.00093
Ардатов,59,0.00093
Власиха,59,0.00093
Катар,59,0.00093
Белая Глина,58,0.00092
Октябрьский (Архангельская область),58,0.00092
Сорск,58,0.00092
Тура (Красноярский край),58,0.00092
Яровое,58,0.00092
Каргополь,58,0.00092
Каратау,58,0.00092
Петухово,58,0.00092
Таксимо,58,0.00092
Тульская область,58,0.00092
Андреаполь,57,0.00090
Макушино,57,0.00090
Певек,57,0.00090
Лучегорск,57,0.00090
Ставрово,57,0.00090
Пионерский,57,0.00090
Завитинск,57,0.00090
Джубга,57,0.00090
Буйнакск,57,0.00090
Кугеси,57,0.00090
поселок Лев Толстой,57,0.00090
Гостомель,56,0.00088
Багаевская,56,0.00088
Неман,56,0.00088
Уренгой,56,0.00088
Кировское (Республика Крым),56,0.00088
Калининская,56,0.00088
Коростень,56,0.00088
Энергодар,56,0.00088
Петропавловка (Республика Бурятия),56,0.00088
Белинский,56,0.00088
Сясьстрой,55,0.00087
Сретенск,55,0.00087
Черноморско-Кавказский округ,55,0.00087
Акташ (Узбекистан),55,0.00087
Микунь,55,0.00087
Усолье,55,0.00087
Боярка,55,0.00087
Рудня,55,0.00087
Александрия (Кировоградская область),55,0.00087
Аркадак,55,0.00087
Металлострой,55,0.00087
Сергиевск,55,0.00087
Горишние Плавни (Комсомольск),54,0.00085
Стрый,54,0.00085
Ивня,54,0.00085
Юргамыш,54,0.00085
Суджа,54,0.00085
Первомайский (Тамбовская область),54,0.00085
Талас,54,0.00085
Балей,54,0.00085
Икша,54,0.00085
Светлый Яр,54,0.00085
Белый Яр (Ханты-Мансийский АО),54,0.00085
Кара-Балта,54,0.00085
Баткен,54,0.00085
Новоржев,54,0.00085
Емельяново,53,0.00084
Пыталово,53,0.00084
Куркино (Московская область),53,0.00084
Хорватия,53,0.00084
Иланский,53,0.00084
Марьина Горка,53,0.00084
Нижняя Салда,53,0.00084
Северо-Енисейский (Красноярский край),53,0.00084
Раменки (Московская область),53,0.00084
Желтые Воды,53,0.00084
Полесск,53,0.00084
Малая Пурга,53,0.00084
Волоконовка,52,0.00082
Первомайск (Украина),52,0.00082
Жанатас,52,0.00082
Камень-Рыболов,52,0.00082
Харцызск,52,0.00082
Баксан,52,0.00082
Грибановский,52,0.00082
Высоцк,52,0.00082
Калуш,52,0.00082
Старовеличковская,52,0.00082
Нарын,52,0.00082
Янино-1,52,0.00082
Ильский,52,0.00082
Казалы (Кызылорд. обл),52,0.00082
Каргат,52,0.00082
Игарка,51,0.00081
Темников,51,0.00081
Чалтырь,51,0.00081
Ясный (Оренбургская область),51,0.00081
Любим,51,0.00081
Бирюсинск,51,0.00081
Ульяновка (Ленинградская область),51,0.00081
Избербаш,51,0.00081
Шостка,51,0.00081
Гаджиево,51,0.00081
Матвеев-Курган,50,0.00079
Пудож,50,0.00079
Чоя,50,0.00079
Заокский,50,0.00079
Пошехонье,50,0.00079
Червоноград,50,0.00079
Кантемировка,50,0.00079
Токмок,50,0.00079
Перу,50,0.00079
Чирчик,49,0.00077
Коломыя,49,0.00077
Арысь (ЮКО),49,0.00077
Павловск (Алтайский край),49,0.00077
Александровск-Сахалинский,49,0.00077
Ленинский (Тульская область),49,0.00077
Гянджа,49,0.00077
Лахденпохья,49,0.00077
Кентау (ЮКО),49,0.00077
Тацинская,49,0.00077
Енакиево,49,0.00077
Чулым,49,0.00077
посёлок Володарского (Московская область),49,0.00077
Светловодск,49,0.00077
Крыловская станица (Крыловский район),49,0.00077
Дмитриев-Льговский,48,0.00076
Фатеж,48,0.00076
Шахтерск (Украина),48,0.00076
Вешенская,48,0.00076
Сычевка,48,0.00076
Раевский (Альшеевский район),48,0.00076
Жиздра,48,0.00076
Изюм,48,0.00076
Алжир,48,0.00076
Кызыл-Кия,48,0.00076
Тверская область,48,0.00076
Нижнедевицк,48,0.00076
Демидов,48,0.00076
Пластун,48,0.00076
Долинск,48,0.00076
Владимирская область,48,0.00076
Сенгилей,48,0.00076
Балезино,47,0.00074
Велиж,47,0.00074
Конотоп,47,0.00074
Майский,47,0.00074
Невельск,47,0.00074
Заволжск,47,0.00074
Зайсан,47,0.00074
Колтуши,47,0.00074
Шахтерск (Сахалинская область),47,0.00074
Западная Двина,47,0.00074
Верхняя Хава,47,0.00074
Лисаковск,47,0.00074
Фаниполь,47,0.00074
Зубова-Поляна,47,0.00074
Отрадная,47,0.00074
Камбоджа,47,0.00074
Чегдомын,47,0.00074
Сурск,47,0.00074
Злынка,47,0.00074
Новоспасское (Ульяновская область),47,0.00074
Нежин,46,0.00073
Балыкчы,46,0.00073
Республика Зимбабве,46,0.00073
Никольск (Вологодская область),46,0.00073
Кувшиново,46,0.00073
Вилюйск,46,0.00073
Шенкурск,46,0.00073
Усть-Джегута,46,0.00073
Чадан,46,0.00073
Полтавская,46,0.00073
Ельня,46,0.00073
Толмачево,46,0.00073
Актаныш,46,0.00073
Устюжна,46,0.00073
Новое Девяткино,46,0.00073
Нестеров,46,0.00073
Советский (Республика Марий Эл),46,0.00073
Исфана,46,0.00073
Кара-Суу,45,0.00071
Междуреченский (Ханты-Мансийский АО),45,0.00071
Миргород,45,0.00071
Новоорск,45,0.00071
Новый Порт,45,0.00071
Ленино,45,0.00071
Ардон,45,0.00071
Новоград-Волынский,45,0.00071
Кочкор-Ата,45,0.00071
Николаевка (Еврейская АО),45,0.00071
Краснознаменск (Калининградская область),45,0.00071
Воротынск,45,0.00071
Нюрба,45,0.00071
Ольховатка,45,0.00071
Инсар,44,0.00069
Новопокровская,44,0.00069
Нижнегорский,44,0.00069
Мосальск,44,0.00069
Малоархангельск,44,0.00069
Оханск,44,0.00069
Снежное,44,0.00069
Варна (Челябинская область),44,0.00069
Правдинск (Калининградская область),44,0.00069
Новая Каховка,44,0.00069
Ракитное (Белгородская область),44,0.00069
Кара-Куль,44,0.00069
Курлово,44,0.00069
Весьегонск,44,0.00069
Баутино,44,0.00069
Вытегра,44,0.00069
Подгоренский,43,0.00068
Комсомольское (Чувашская Республика),43,0.00068
Ленгер (ЮКО),43,0.00068
Новая Ляля,43,0.00068
Балахта (Красноярский край),43,0.00068
Бакалы,43,0.00068
Удельная (Московская область),43,0.00068
Сулюкта,43,0.00068
Токтогул,43,0.00068
Монголия,43,0.00068
Приволжский (Республика Марий Эл),43,0.00068
Починок,43,0.00068
Северо-Задонск,43,0.00068
Промышленная,43,0.00068
Кетово,43,0.00068
Звёздный Городок,43,0.00068
Купино,43,0.00068
Джизак,43,0.00068
"Солнечный (ПГТ, Павлодарская обл)",43,0.00068
Щёлкино,43,0.00068
Чили,43,0.00068
Торез,43,0.00068
Кадамжай,43,0.00068
Кербен,42,0.00066
Береза,42,0.00066
Новый (Приморский край),42,0.00066
Вишневое,42,0.00066
Вурнары,42,0.00066
Босния и Герцеговина,42,0.00066
Кочубеевское,42,0.00066
Ново-Переделкино,42,0.00066
Текели,42,0.00066
Месягутово,42,0.00066
Излучинск,42,0.00066
Архипо-Осиповка,42,0.00066
Барда (Пермский край),42,0.00066
Бугры,42,0.00066
Майлуу-Суу,42,0.00066
Логойск,42,0.00066
Венесуэла,42,0.00066
Врангель,42,0.00066
Узген,41,0.00065
Голышманово,41,0.00065
Покровск (Якутия),41,0.00065
Несвиж,41,0.00065
Рязанская область,41,0.00065
Новосиль,41,0.00065
Смела,41,0.00065
Чолпон-Ата,41,0.00065
Шаховская,41,0.00065
Базарный Карабулак,41,0.00065
Таш-Кумыр,41,0.00065
Черниговка (Приморский край),41,0.00065
Олекминск,41,0.00065
Крым (Ростовская область),41,0.00065
Жуковка (Московская область),41,0.00065
Кармаскалы,41,0.00065
Агроном (Краснодарский край),41,0.00065
Салаир,41,0.00065
Трудовое (Приморский край),41,0.00065
Снегири,40,0.00063
Лисичанск,40,0.00063
Полазна,40,0.00063
Греция,40,0.00063
Мещовск,40,0.00063
Стаханов,40,0.00063
Кавалерово,40,0.00063
Солнечный,40,0.00063
Инской,40,0.00063
Хохольский,40,0.00063
Шиханы,40,0.00063
Лесной (Минская область),40,0.00063
Отеген-Батыр,40,0.00063
Лотошино,40,0.00063
Клетня,40,0.00063
Алга (Актюбинская обл),40,0.00063
Ноокат,40,0.00063
Средняя Ахтуба,40,0.00063
Ак-Довурак,40,0.00063
Тербуны,40,0.00063
Мга,40,0.00063
Нея,39,0.00062
Егорлыкская,39,0.00062
Верхний Мамон,39,0.00062
Нарткала,39,0.00062
Раздольное,39,0.00062
Осиново,39,0.00062
Завьялово,39,0.00062
Карабаш (Челябинская область),39,0.00062
Бижбуляк,39,0.00062
Шали,39,0.00062
Горки (Республика Беларусь),39,0.00062
Елань,39,0.00062
Ясиноватая,39,0.00062
Чекалин,39,0.00062
Суксун,39,0.00062
Пластуновская,39,0.00062
Усть-Донецкий,39,0.00062
Кириллов,39,0.00062
Языково,39,0.00062
Алнаши,39,0.00062
Чекмагуш,39,0.00062
Мезень,39,0.00062
Аргаяш,39,0.00062
Чамзинка,39,0.00062
Товарково (Калужская область),39,0.00062
Серафимович,38,0.00060
Филиппины,38,0.00060
Дагомыс,38,0.00060
Чугуевка,38,0.00060
Миньяр,38,0.00060
Лагань,38,0.00060
Верхотурье,38,0.00060
Коротчаево,38,0.00060
Красное (Липецкая область),38,0.00060
Алзамай,38,0.00060
Чегем,38,0.00060
Киевский,38,0.00060
Тырныауз,38,0.00060
Диксон,38,0.00060
Кизилюрт,38,0.00060
Гулистан,38,0.00060
Еткуль,38,0.00060
Калужская область,38,0.00060
Михайловка (Приморский край),38,0.00060
Холм,38,0.00060
Пучеж,37,0.00058
Джалиль,37,0.00058
Конаев,37,0.00058
Республика Башкортостан,37,0.00058
Дебёсы,37,0.00058
Юрьевец,37,0.00058
Нарышкино,37,0.00058
Пермский край,37,0.00058
Рефтинский,37,0.00058
Урус-Мартан,37,0.00058
Ангрен,37,0.00058
Парголово,37,0.00058
Хороль,37,0.00058
Торгай,37,0.00058
Каменоломни,37,0.00058
Лубны,37,0.00058
Детчино,37,0.00058
Южа,37,0.00058
Березовка (Красноярский край),37,0.00058
Шепетовка,37,0.00058
Красногорский (Челябинская область),36,0.00057
Комсомольский (Республика Мордовия),36,0.00057
Кизнер,36,0.00057
Красный Луч,36,0.00057
Кедровый,36,0.00057
Хлевное,36,0.00057
Макаров (Сахалинская область),36,0.00057
Разумное,36,0.00057
Серебрянск,36,0.00057
Рогачев,36,0.00057
Рубежное,36,0.00057
Мамоново,36,0.00057
Барвиха,36,0.00057
Южно-Курильск,36,0.00057
Жаворонки,36,0.00057
Египет,36,0.00057
Нукус,36,0.00057
Азербайджан,36,0.00057
Эстосадок,36,0.00057
Городовиковск,36,0.00057
Ахтырка,36,0.00057
Туран,36,0.00057
Кабардинка,36,0.00057
"Покровка (Октябрьский район, Приморский край)",35,0.00055
Андреевка,35,0.00055
Быково,35,0.00055
Ессентукская,35,0.00055
Курильск,35,0.00055
Добринка,35,0.00055
Малгобек,35,0.00055
Балакирево,35,0.00055
Пограничный (Приморский край),35,0.00055
Краснобродский,35,0.00055
Усть-Нера,35,0.00055
Гаврилов Посад,35,0.00055
Алагир,35,0.00055
Чаны,35,0.00055
Новогрудок,35,0.00055
Суземка,35,0.00055
Мошково,35,0.00055
Икряное,35,0.00055
Волгоградская область,35,0.00055
Медведево,35,0.00055
Октябрьское (Республика Крым),35,0.00055
Богатые Сабы,35,0.00055
Кошки (Самарская область),34,0.00054
Шимск,34,0.00054
Майма,34,0.00054
Отрадное (Воронежская область),34,0.00054
Красногорский (Республика Марий Эл),34,0.00054
Винзили,34,0.00054
Морки,34,0.00054
Чернянка,34,0.00054
Боливия,34,0.00054
Кордай,34,0.00054
Ладушкин,34,0.00054
Сунжа (Ингушетия),34,0.00054
Чернышевск,34,0.00054
Колывань,34,0.00054
Сернур,34,0.00054
Октябрьский (Волгоградская область),34,0.00054
Карабулак,34,0.00054
Кривандино (Московская область),34,0.00054
Лобаново (Пермский край),34,0.00054
Никель (Мурманская область),34,0.00054
Горки-2,34,0.00054
Шагонар,34,0.00054
Фряново,34,0.00054
Анива,34,0.00054
Красный Яр (Астраханская область),34,0.00054
Уват (Тюменская область),34,0.00054
Селты,33,0.00052
Свердловская область,33,0.00052
Новая Зеландия,33,0.00052
Васюринская,33,0.00052
посёлок имени Морозова,33,0.00052
Большая Черниговка,33,0.00052
Шира,33,0.00052
Миасское,33,0.00052
Борисовка,33,0.00052
Славск,33,0.00052
Чердынь,33,0.00052
Курчатов (Казахстан),33,0.00052
Старотитаровская,33,0.00052
Сарань,33,0.00052
Прохоровка,33,0.00052
Большая Глушица,33,0.00052
Ошмяны,33,0.00052
Шу,33,0.00052
Ивановское (Московская область),33,0.00052
Аксубаево,32,0.00051
Горки Ленинские,32,0.00051
Думиничи,32,0.00051
Боржоми,32,0.00051
Щедрино,32,0.00051
Сумгаит,32,0.00051
Спас-Деменск,32,0.00051
Строитель (Тамбовская область),32,0.00051
Актогай,32,0.00051
Софьино (Наро-Фоминский район),32,0.00051
Кавказская,32,0.00051
Термез,32,0.00051
Марфино (Московская область),32,0.00051
Аскиз,32,0.00051
Магдагачи,31,0.00049
Королевство Саудовская Аравия,31,0.00049
Пышма,31,0.00049
Берёзовый (Краснодарский край),31,0.00049
Чертково,31,0.00049
Пангоды,31,0.00049
Кандры,31,0.00049
Медведовская,31,0.00049
Саракташ,31,0.00049
Залари,31,0.00049
Терек,31,0.00049
"Михали (Московская область, городской округ Егорьевск)",31,0.00049
Ирак,31,0.00049
Актюбинский,31,0.00049
Вербилки,31,0.00049
Большой Исток,31,0.00049
Семибратово,31,0.00049
Сибирцево (Приморский край),31,0.00049
Духовщина,31,0.00049
Макарьев,31,0.00049
Успенское (Краснодарский край),31,0.00049
Переделкино,31,0.00049
Красавино,31,0.00049
Александровское (Ставропольский край),31,0.00049
Абан,31,0.00049
Новохопёрск,31,0.00049
Немчиновка,30,0.00047
Богатое (Самарская область),30,0.00047
Томмот,30,0.00047
Степное Озеро,30,0.00047
Палана,30,0.00047
Первомайский (Тульская область),30,0.00047
Черлак (Омская область),30,0.00047
"Лесной (Московская область, Пушкинский район)",30,0.00047
Таврическое,30,0.00047
Красноярский край,30,0.00047
Елизаветинская,30,0.00047
Новошешминск,30,0.00047
Мотыгино,30,0.00047
Погар,30,0.00047
Буздяк,30,0.00047
Северный,30,0.00047
Смоленская,30,0.00047
Марганец,30,0.00047
Кировский (Приморский край),30,0.00047
Новомихайловский,30,0.00047
Федоровский,30,0.00047
Солигалич,30,0.00047
Красный Холм,30,0.00047
Сарманово,30,0.00047
Моргауши,30,0.00047
Бахрейн,30,0.00047
Поповская (Московская область),29,0.00046
Сосновка (Тамбовская область),29,0.00046
Нижнесортымский,29,0.00046
Вейделевка,29,0.00046
Качуг,29,0.00046
Грамотеино,29,0.00046
Верхоянск,29,0.00046
Днепропетровская область,29,0.00046
"Починки (Московская область, городской округ Егорьевск)",29,0.00046
Ленинское (Новосибирская область),29,0.00046
Доброе,29,0.00046
Гвинея,29,0.00046
Рыбная Слобода,29,0.00046
Старобалтачево,29,0.00046
Новоивановское,29,0.00046
Лунинец,29,0.00046
Ашукино,29,0.00046
Челябинская область,29,0.00046
Бабынино (Калужская область),29,0.00046
Наволоки,29,0.00046
Красная Горбатка,29,0.00046
Гиагинская,29,0.00046
Ульяновская область,29,0.00046
Ярково (Тюменская область),29,0.00046
Большое Село,29,0.00046
Фёдоровское (Ленинградская область),28,0.00044
Агалатово,28,0.00044
Ямбург (Ямало-Ненецкий АО),28,0.00044
Дубна (Тульская область),28,0.00044
Знаменка (Тамбовская область),28,0.00044
Первомайское (Республика Крым),28,0.00044
Республика Крым,28,0.00044
Витязево,28,0.00044
Борисоглебский,28,0.00044
Знамя Октября,28,0.00044
Яйва,28,0.00044
Шаркан,28,0.00044
Берёзово,28,0.00044
Усть-Калманка,28,0.00044
Каргаполье,28,0.00044
Ургенч,28,0.00044
Южный (Краснодарский край),28,0.00044
Уральский (Пермский край),28,0.00044
Львовская область,28,0.00044
Сольвычегодск,28,0.00044
Грахово,28,0.00044
Столбцы,28,0.00044
Петровское (Ярославская область),28,0.00044
Караидель,28,0.00044
Муслюмово,28,0.00044
Горшечное,27,0.00043
Алмалык,27,0.00043
Рамешки,27,0.00043
Родино,27,0.00043
Дивноморское,27,0.00043
ЮАР,27,0.00043
Локоть,27,0.00043
Алтайское,27,0.00043
Лиман (Астраханская область),27,0.00043
Токаревка,27,0.00043
Медвежье Озеро,27,0.00043
Навля,27,0.00043
Северо-Курильск,27,0.00043
Обухов,27,0.00043
Новосергиевка,27,0.00043
Куеда,27,0.00043
Алабино,27,0.00043
Екатеринославка (Амурская область),27,0.00043
Мишкино,27,0.00043
Булгаково,27,0.00043
Циолковский,27,0.00043
"Речицы (Московская область, Раменский район)",27,0.00043
Киясово,27,0.00043
Долгоруково,27,0.00043
Ильинское (Раменский район),27,0.00043
Коноша,27,0.00043
Томаровка,27,0.00043
Довольное,27,0.00043
Комаричи,27,0.00043
Черемшан,27,0.00043
Аргун,27,0.00043
Варениковская,26,0.00041
Магистральный,26,0.00041
Нагорный,26,0.00041
Ямайка,26,0.00041
"Степное (Саратовская область, Советский район)",26,0.00041
Большие Вязёмы,26,0.00041
Белые Берега,26,0.00041
Якшур-Бодья,26,0.00041
Кез,26,0.00041
Хохряки,26,0.00041
Климово (Брянская область),26,0.00041
Карабаш (Республика Татарстан),26,0.00041
Преображение,26,0.00041
Кушнаренково,26,0.00041
Хатанга,26,0.00041
Гвардейское (Республика Крым),26,0.00041
Суходол (Самарская область),26,0.00041
пгт имени Свердлова,26,0.00041
Стрельна,26,0.00041
Курская область,26,0.00041
Верхний Услон,26,0.00041
Рудня (Волгоградская область),26,0.00041
Курагино,26,0.00041
Бангладеш,26,0.00041
Бердяуш,26,0.00041
Целина,26,0.00041
Батырево,26,0.00041
Чёрное (Московская область),26,0.00041
Кромы,26,0.00041
Первомайский (Оренбургская область),26,0.00041
Удмуртская Республика,26,0.00041
Некрасовское,26,0.00041
Дигора,26,0.00041
Чухлома,25,0.00039
Калинковичи,25,0.00039
Республика Кения,25,0.00039
Ханты-Мансийский АО - Югра,25,0.00039
Иваново (Брестская область),25,0.00039
Оршанка,25,0.00039
Чердаклы,25,0.00039
Дедовичи,25,0.00039
Хомутово (Иркутская область),25,0.00039
Авсюнино,25,0.00039
Ангола,25,0.00039
Ильинское,25,0.00039
Покровское (Ростовская область),25,0.00039
Ивацевичи,25,0.00039
Ирпень,25,0.00039
Пурпе,25,0.00039
ВНИИССОК,25,0.00039
Воложин,25,0.00039
Верховье,25,0.00039
Арти,25,0.00039
Ордынское,25,0.00039
Шентала,25,0.00039
Верхнеднепровский,25,0.00039
Комунарка,25,0.00039
Бохан,25,0.00039
Бессоновка,25,0.00039
Измалково,25,0.00039
Сусуман,25,0.00039
Республика Сейшельские острова,25,0.00039
Князе-Волконское,25,0.00039
Дубовое,25,0.00039
Кологрив,25,0.00039
Индустриальный (Краснодарский край),24,0.00038
Хотынец,24,0.00038
Большие Дворы,24,0.00038
Украинка,24,0.00038
Цхинвал,24,0.00038
Надвоицы,24,0.00038
Косулино (Свердловская область),24,0.00038
Приволжский,24,0.00038
Аннино (Ленинградская область),24,0.00038
Жигалово,24,0.00038
Килемары,24,0.00038
Токсово,24,0.00038
Тайвань,24,0.00038
Большое Буньково,24,0.00038
Мамоново (Московская область),24,0.00038
Аскарово,24,0.00038
Полотняный Завод,24,0.00038
Мангистау,24,0.00038
Красногвардейское (Ставропольский край),24,0.00038
Октябрьский (Пермский край),24,0.00038
Сокольники,24,0.00038
Выгоничи,24,0.00038
Байкалово (Свердловская область),24,0.00038
"Черкизово (Московская область, Пушкинский район)",24,0.00038
Николаевка (Ульяновская область),24,0.00038
Красноусольский,24,0.00038
"Октябрьская (Крыловский район,Краснодарский край)",24,0.00038
Макинск,24,0.00038
"Мраково (Кугарчинский район, Башкортостан)",24,0.00038
Осиповичи,24,0.00038
Красносельский (Краснодарский край),24,0.00038
Максатиха,24,0.00038
Толбазы,24,0.00038
Абрау-Дюрсо,24,0.00038
Воронежская (Краснодарский край),24,0.00038
Холмская,23,0.00036
Городок (Витебская область),23,0.00036
Татищево (Саратовская область),23,0.00036
Тальменка,23,0.00036
Васильков,23,0.00036
Верхние Татышлы,23,0.00036
Прибрежный,23,0.00036
Есик,23,0.00036
Бежаницы,23,0.00036
Октябрьское,23,0.00036
Белогорск (Кемеровская область),23,0.00036
Верх-Тула,23,0.00036
Малояз,23,0.00036
Вилейка,23,0.00036
Большие Кайбицы,23,0.00036
Волот (Новгородская область),23,0.00036
Дмитровский Погост,23,0.00036
Козулька,23,0.00036
Волово,23,0.00036
Вынгапуровский,23,0.00036
Ровеньки (Белгородская область),23,0.00036
Новобурейский,23,0.00036
Вознесенская (Краснодарский край),23,0.00036
Ладожская,23,0.00036
Даниловка,23,0.00036
Старокорсунская,23,0.00036
Кадников,23,0.00036
Пирогово,23,0.00036
Ахангаран,23,0.00036
Малино,23,0.00036
Чувашская Республика,23,0.00036
Глазуновка,23,0.00036
"Красная Горка (Нуримановский район, Башкортостан)",23,0.00036
Поварово,23,0.00036
Яр,23,0.00036
Каменец,23,0.00036
Албания,23,0.00036
Александровка,23,0.00036
"Акъяр (Хайбуллинский район, Башкортостан)",23,0.00036
Андорра,22,0.00035
Новая Игирма,22,0.00035
Часцы,22,0.00035
Новый Ургал,22,0.00035
Поспелиха,22,0.00035
Первомайское (Ленинградская область),22,0.00035
Нижние Вязовые,22,0.00035
Республика Конго,22,0.00035
Шипуново,22,0.00035
Анастасиевская,22,0.00035
Лоухи,22,0.00035
Плес,22,0.00035
Богандинский,22,0.00035
Лапино,22,0.00035
Челно-Вершины,22,0.00035
Петровская,22,0.00035
Белый,22,0.00035
Атбасар,22,0.00035
Македония,22,0.00035
Люксембург,22,0.00035
Борское (Самарская область),22,0.00035
Брейтово,22,0.00035
Тахтамукай,22,0.00035
Сылва (Пермский край),22,0.00035
Красноармейское (Самарская область),22,0.00035
Дагестанские Огни,22,0.00035
Тугулым,22,0.00035
Девица (Семилукский район),22,0.00035
Каракулино,22,0.00035
Енотаевка,22,0.00035
Сиверский,22,0.00035
Ишеевка (Ульяновская область),22,0.00035
Карымское,22,0.00035
Константиновский,22,0.00035
Геническ,22,0.00035
Томари,22,0.00035
Стрелецкое,22,0.00035
Сенной (Краснодарский край),22,0.00035
Жетысай,22,0.00035
Краснозёрское,21,0.00033
Знаменский,21,0.00033
Алтухово (Брянская область),21,0.00033
Становое,21,0.00033
"Калтасы (Калтасинский район, Башкортостан)",21,0.00033
Ибреси,21,0.00033
Габала,21,0.00033
Шри-Ланка,21,0.00033
Новый Торъял,21,0.00033
Новониколаевский (Волгоградская область),21,0.00033
Вырица,21,0.00033
Акколь,21,0.00033
Александровка (Ростовская область),21,0.00033
Кулунда,21,0.00033
Эльбан,21,0.00033
Зеленчукская,21,0.00033
Старощербиновская,21,0.00033
Старые Дороги,21,0.00033
Иран,21,0.00033
Барятино (Калужская область),21,0.00033
Красногорское,21,0.00033
Южно-Сухокумск,21,0.00033
Константиновка,21,0.00033
Ильинский (Пермский край),21,0.00033
Юкаменское,21,0.00033
Александровская (Краснодарский край),21,0.00033
Маслова Пристань,21,0.00033
